TransactionID,CustomerID,CartStartTimestamp,TransactionTimestamp,TransactionDuration,ProductPurchased,Quantity,PaymentMethod,DeviceUsed,BrowserUsed,IPAddress,SuspiciousFlag,Abandoned,DeliveryStatus,ExpectedDeliveryDate,Discount,Region
TRANS_793777,CUST_6299,12/13/2024,12/14/2024,135,PROD_0030,2,PayPal,Tablet,Safari,99.68.104.28,True,No,Cancelled,12/19/2024,0.07,Africa
TRANS_134575,CUST_9387,12/9/2024,12/10/2024,685,PROD_0045,1,Mobile Payment,Desktop,Safari,243.214.116.129,False,No,Cancelled,12/22/2024,0.13,Europe
TRANS_589810,CUST_3558,12/23/2024,12/24/2024,187,PROD_0023,3,PayPal,Tablet,Edge,195.231.19.204,True,No,Pending,12/26/2024,0.14,North America
TRANS_431391,CUST_9648,11/30/2024,12/1/2024,899,PROD_0040,1,Credit Card,Desktop,Safari,158.17.200.62,True,No,Delivered,12/2/2024,0.16,Europe
TRANS_434666,CUST_9044,12/18/2024,12/19/2024,164,PROD_0048,1,Bank Transfer,Tablet,Edge,75.160.87.83,True,No,Pending,12/26/2024,0.03,Asia Pacific
TRANS_599526,CUST_4194,12/5/2024,12/6/2024,301,PROD_0025,1,PayPal,Desktop,Firefox,50.118.211.236,True,No,Cancelled,12/12/2024,0.16,North America
TRANS_708990,CUST_4418,12/13/2024,12/14/2024,659,PROD_0011,1,Bank Transfer,Tablet,Chrome,8.90.196.102,False,No,Delivered,12/20/2024,0.17,North America
TRANS_278890,CUST_1261,12/4/2024,12/5/2024,177,PROD_0013,1,PayPal,Mobile,Safari,220.15.78.105,False,No,Cancelled,12/15/2024,0.15,North America
TRANS_170314,CUST_8304,12/7/2024,12/8/2024,805,PROD_0002,1,PayPal,Desktop,Firefox,53.163.212.202,True,No,Delivered,12/12/2024,0.16,North America
TRANS_239282,CUST_1475,12/21/2024,12/22/2024,962,PROD_0028,1,Bank Transfer,Mobile,Safari,102.145.11.103,True,No,Pending,12/25/2024,0.05,Asia Pacific
TRANS_333895,CUST_8245,12/6/2024,12/7/2024,944,PROD_0009,1,Credit Card,Desktop,Firefox,200.189.57.237,True,No,Pending,12/26/2024,0.07,North America
TRANS_974933,CUST_1985,12/12/2024,12/13/2024,801,PROD_0035,2,PayPal,Tablet,Firefox,249.201.97.248,True,No,Cancelled,12/22/2024,0.08,North America
TRANS_482342,CUST_9389,12/13/2024,12/14/2024,598,PROD_0020,2,Bank Transfer,Tablet,Chrome,70.122.185.237,True,No,Cancelled,12/26/2024,0.04,Europe
TRANS_857277,CUST_2061,12/5/2024,12/6/2024,416,PROD_0048,1,Bank Transfer,Desktop,Edge,237.14.179.25,False,No,Delivered,12/6/2024,0.1,North America
TRANS_777779,CUST_9432,12/2/2024,12/3/2024,419,PROD_0002,1,Credit Card,Tablet,Safari,184.5.81.79,True,No,Pending,12/27/2024,0.04,Africa
TRANS_468434,CUST_9907,12/13/2024,12/14/2024,408,PROD_0010,1,Mobile Payment,Tablet,Firefox,69.157.199.137,False,No,Pending,12/27/2024,0.05,Europe
TRANS_414400,CUST_4756,12/10/2024,12/11/2024,118,PROD_0048,1,Bank Transfer,Desktop,Firefox,126.203.117.177,False,No,Delivered,12/16/2024,0.01,North America
TRANS_382930,CUST_3543,12/4/2024,12/5/2024,943,PROD_0042,2,Mobile Payment,Desktop,Firefox,211.192.176.66,True,No,Delivered,12/10/2024,0.14,Africa
TRANS_205704,CUST_6484,12/6/2024,12/7/2024,980,PROD_0041,1,Mobile Payment,Desktop,Safari,175.177.216.179,False,No,Pending,12/19/2024,0.17,North America
TRANS_111970,CUST_8658,12/19/2024,12/20/2024,645,PROD_0025,1,Bank Transfer,Tablet,Firefox,210.192.18.12,False,No,Delivered,12/27/2024,0.1,Asia Pacific
TRANS_541263,CUST_9506,12/6/2024,12/7/2024,617,PROD_0024,3,Credit Card,Mobile,Chrome,177.203.71.76,True,No,Delivered,12/16/2024,0,Africa
TRANS_459533,CUST_4787,12/9/2024,12/10/2024,801,PROD_0049,2,PayPal,Desktop,Safari,178.16.201.43,False,No,Delivered,12/19/2024,0.06,Asia Pacific
TRANS_574727,CUST_4085,12/3/2024,12/4/2024,590,PROD_0018,1,Bank Transfer,Tablet,Firefox,254.190.157.169,False,No,Delivered,12/15/2024,0.17,North America
TRANS_125962,CUST_7670,12/3/2024,12/4/2024,124,PROD_0036,1,Credit Card,Desktop,Firefox,206.71.228.251,False,No,Cancelled,12/8/2024,0.19,Africa
TRANS_291211,CUST_8217,11/30/2024,12/1/2024,743,PROD_0046,3,Credit Card,Tablet,Firefox,158.58.201.13,True,No,Pending,12/17/2024,0.08,North America
TRANS_604975,CUST_6027,12/4/2024,12/5/2024,839,PROD_0025,1,Bank Transfer,Tablet,Edge,100.143.35.160,False,No,Cancelled,12/8/2024,0.12,North America
TRANS_812140,CUST_1571,12/8/2024,12/9/2024,864,PROD_0030,2,Credit Card,Mobile,Chrome,209.74.12.73,False,No,Delivered,12/11/2024,0.09,Asia Pacific
TRANS_581434,CUST_4942,11/30/2024,12/1/2024,427,PROD_0001,3,Credit Card,Mobile,Firefox,118.187.25.147,True,No,Pending,12/7/2024,0.06,Europe
TRANS_337595,CUST_3572,12/16/2024,12/17/2024,895,PROD_0043,1,PayPal,Mobile,Safari,172.81.220.228,True,No,Pending,12/19/2024,0.09,North America
TRANS_595641,CUST_7977,12/15/2024,12/16/2024,665,PROD_0023,2,Credit Card,Desktop,Firefox,174.173.208.116,True,No,Pending,12/21/2024,0.15,Europe
TRANS_591449,CUST_7514,12/13/2024,12/14/2024,691,PROD_0015,1,Bank Transfer,Tablet,Edge,169.150.243.189,True,No,Pending,12/21/2024,0,Europe
TRANS_231509,CUST_8023,12/1/2024,12/2/2024,650,PROD_0004,2,Bank Transfer,Desktop,Chrome,237.223.59.244,False,No,Pending,12/21/2024,0.02,North America
TRANS_359098,CUST_5571,12/13/2024,12/14/2024,106,PROD_0005,1,Bank Transfer,Mobile,Edge,8.169.131.124,True,No,Cancelled,12/26/2024,0.08,Africa
TRANS_405300,CUST_3820,12/4/2024,12/5/2024,764,PROD_0043,1,Mobile Payment,Tablet,Edge,5.17.191.203,True,No,Delivered,12/9/2024,0.09,Asia Pacific
TRANS_285748,CUST_9493,12/9/2024,12/10/2024,992,PROD_0040,1,Bank Transfer,Desktop,Safari,64.115.130.71,False,No,Pending,12/22/2024,0.04,Africa
TRANS_302660,CUST_3381,12/16/2024,12/17/2024,437,PROD_0048,1,Credit Card,Tablet,Edge,63.161.254.79,True,No,Pending,12/21/2024,0.13,Asia Pacific
TRANS_420552,CUST_8498,12/4/2024,12/5/2024,634,PROD_0049,3,PayPal,Desktop,Firefox,186.115.93.208,False,No,Cancelled,12/22/2024,0.08,Africa
TRANS_556055,CUST_8658,12/6/2024,12/7/2024,975,PROD_0020,2,Credit Card,Tablet,Chrome,121.85.110.180,True,No,Delivered,12/11/2024,0.18,Asia Pacific
TRANS_802365,CUST_8712,12/17/2024,12/18/2024,346,PROD_0044,1,Credit Card,Desktop,Edge,66.6.114.147,True,No,Cancelled,12/22/2024,0.2,Asia Pacific
TRANS_983449,CUST_6760,12/4/2024,12/5/2024,920,PROD_0014,1,Credit Card,Tablet,Edge,29.78.181.37,True,No,Cancelled,12/21/2024,0.05,Asia Pacific
TRANS_966638,CUST_7922,12/1/2024,12/2/2024,916,PROD_0040,1,Bank Transfer,Mobile,Safari,187.6.138.31,False,No,Cancelled,12/7/2024,0.1,North America
TRANS_873882,CUST_1516,12/1/2024,12/2/2024,366,PROD_0039,3,Bank Transfer,Mobile,Chrome,251.32.72.228,True,No,Cancelled,12/8/2024,0.16,Africa
TRANS_145052,CUST_2721,12/1/2024,12/2/2024,788,PROD_0009,1,Bank Transfer,Desktop,Firefox,207.164.222.186,False,No,Delivered,12/24/2024,0.16,Asia Pacific
TRANS_790916,CUST_1308,12/7/2024,12/8/2024,789,PROD_0013,1,Credit Card,Tablet,Firefox,249.217.123.136,False,No,Cancelled,12/12/2024,0.05,Africa
TRANS_681763,CUST_4560,12/7/2024,12/8/2024,333,PROD_0001,2,Bank Transfer,Mobile,Firefox,179.19.161.121,True,No,Delivered,12/14/2024,0.09,Africa
TRANS_870247,CUST_4803,12/1/2024,12/2/2024,785,PROD_0005,1,Bank Transfer,Desktop,Chrome,163.38.181.74,True,No,Cancelled,12/8/2024,0.02,North America
TRANS_757324,CUST_2812,12/7/2024,12/8/2024,559,PROD_0012,3,PayPal,Tablet,Chrome,177.217.142.46,True,No,Cancelled,12/23/2024,0.18,North America
TRANS_962782,CUST_2600,12/5/2024,12/6/2024,172,PROD_0048,1,Bank Transfer,Desktop,Chrome,69.13.143.68,True,No,Cancelled,12/15/2024,0.03,Europe
TRANS_141661,CUST_2779,12/17/2024,12/18/2024,799,PROD_0049,2,Credit Card,Desktop,Firefox,141.141.156.111,False,No,Delivered,12/24/2024,0.1,Africa
TRANS_453713,CUST_1829,11/30/2024,12/1/2024,337,PROD_0046,3,PayPal,Mobile,Edge,15.101.68.23,False,No,Pending,12/8/2024,0.04,Africa
TRANS_724640,CUST_6054,12/14/2024,12/15/2024,211,PROD_0046,1,Mobile Payment,Desktop,Safari,200.106.109.179,True,No,Cancelled,12/18/2024,0.18,North America
TRANS_157308,CUST_3969,12/17/2024,12/18/2024,311,PROD_0015,1,Mobile Payment,Desktop,Edge,174.78.254.220,True,No,Pending,12/24/2024,0.06,Asia Pacific
TRANS_598964,CUST_5838,12/9/2024,12/10/2024,300,PROD_0018,1,PayPal,Desktop,Safari,145.214.170.21,False,No,Cancelled,12/21/2024,0.02,North America
TRANS_720917,CUST_3165,12/6/2024,12/7/2024,477,PROD_0034,3,Credit Card,Mobile,Firefox,91.137.145.132,False,No,Cancelled,12/25/2024,0.1,Europe
TRANS_865867,CUST_5804,12/3/2024,12/4/2024,624,PROD_0022,3,Credit Card,Tablet,Edge,108.226.37.44,False,No,Delivered,12/6/2024,0.11,Africa
TRANS_439027,CUST_2181,12/4/2024,12/5/2024,346,PROD_0010,1,Bank Transfer,Tablet,Chrome,163.179.130.160,False,No,Delivered,12/11/2024,0.09,Europe
TRANS_327091,CUST_9673,12/15/2024,12/16/2024,404,PROD_0014,1,Mobile Payment,Tablet,Edge,182.73.176.237,False,No,Delivered,12/24/2024,0.11,Europe
TRANS_202720,CUST_5225,12/16/2024,12/17/2024,173,PROD_0008,4,Bank Transfer,Desktop,Firefox,248.29.108.12,True,No,Pending,12/18/2024,0.04,North America
TRANS_311983,CUST_4797,12/13/2024,12/14/2024,626,PROD_0037,1,Credit Card,Tablet,Firefox,32.51.224.118,False,No,Cancelled,12/17/2024,0.14,North America
TRANS_517272,CUST_1190,12/4/2024,12/5/2024,660,PROD_0027,1,PayPal,Tablet,Chrome,124.72.12.125,False,No,Delivered,12/12/2024,0.09,Europe
TRANS_933673,CUST_2411,12/4/2024,12/5/2024,138,PROD_0018,1,Credit Card,Desktop,Edge,206.184.194.105,False,No,Cancelled,12/10/2024,0.15,Asia Pacific
TRANS_987080,CUST_1187,12/18/2024,12/19/2024,883,PROD_0044,1,Mobile Payment,Desktop,Firefox,129.49.58.87,False,No,Cancelled,12/23/2024,0.14,Africa
TRANS_414986,CUST_5550,12/13/2024,12/14/2024,695,PROD_0019,2,Mobile Payment,Desktop,Chrome,29.126.133.97,False,No,Delivered,12/27/2024,0.05,Europe
TRANS_463563,CUST_6178,12/12/2024,12/13/2024,215,PROD_0018,1,Credit Card,Tablet,Firefox,144.142.217.4,True,No,Delivered,12/19/2024,0,Africa
TRANS_392195,CUST_5956,11/30/2024,12/1/2024,139,PROD_0027,5,Bank Transfer,Mobile,Edge,80.211.182.243,True,No,Pending,12/27/2024,0.18,Africa
TRANS_210451,CUST_2284,12/11/2024,12/12/2024,755,PROD_0037,1,Mobile Payment,Mobile,Safari,195.92.82.55,True,No,Cancelled,12/20/2024,0.05,Asia Pacific
TRANS_938180,CUST_8393,12/1/2024,12/2/2024,868,PROD_0005,2,PayPal,Desktop,Safari,241.76.158.235,False,No,Pending,12/12/2024,0.11,North America
TRANS_763015,CUST_8025,12/15/2024,12/16/2024,614,PROD_0007,1,Credit Card,Desktop,Safari,200.107.79.196,False,No,Pending,12/25/2024,0.02,Asia Pacific
TRANS_831785,CUST_2270,12/1/2024,12/2/2024,766,PROD_0003,1,Credit Card,Desktop,Firefox,87.184.113.251,True,No,Delivered,12/14/2024,0.05,Africa
TRANS_933347,CUST_3032,12/6/2024,12/7/2024,258,PROD_0030,3,Credit Card,Tablet,Edge,142.168.187.219,True,No,Pending,12/18/2024,0.07,Africa
TRANS_405708,CUST_3528,12/11/2024,12/12/2024,478,PROD_0028,1,Credit Card,Tablet,Firefox,108.247.127.189,True,No,Pending,12/17/2024,0.19,Asia Pacific
TRANS_537838,CUST_7374,12/12/2024,12/13/2024,687,PROD_0013,1,Bank Transfer,Desktop,Firefox,19.7.163.56,False,No,Delivered,12/22/2024,0.14,Africa
TRANS_633416,CUST_1152,12/2/2024,12/3/2024,761,PROD_0004,5,Bank Transfer,Desktop,Chrome,119.158.49.123,True,No,Pending,12/7/2024,0.02,North America
TRANS_187128,CUST_6152,12/17/2024,12/18/2024,568,PROD_0005,3,Bank Transfer,Desktop,Safari,165.135.156.129,True,No,Pending,12/26/2024,0.16,Asia Pacific
TRANS_749597,CUST_2008,12/6/2024,12/7/2024,548,PROD_0045,1,Credit Card,Desktop,Safari,233.209.59.46,False,No,Cancelled,12/15/2024,0.14,Africa
TRANS_747784,CUST_3674,12/11/2024,12/12/2024,881,PROD_0028,1,Bank Transfer,Mobile,Chrome,101.50.144.131,False,No,Pending,12/26/2024,0.09,Africa
TRANS_567799,CUST_2620,12/3/2024,12/4/2024,719,PROD_0025,1,Credit Card,Desktop,Chrome,247.247.210.24,True,No,Cancelled,12/4/2024,0.13,Asia Pacific
TRANS_556913,CUST_8578,12/3/2024,12/4/2024,795,PROD_0002,1,Mobile Payment,Mobile,Firefox,197.183.65.79,True,No,Delivered,12/17/2024,0.17,Europe
TRANS_988323,CUST_3976,12/9/2024,12/10/2024,921,PROD_0021,4,Credit Card,Mobile,Firefox,173.1.147.18,False,No,Cancelled,12/27/2024,0.14,Europe
TRANS_343475,CUST_7550,12/16/2024,12/17/2024,203,PROD_0011,3,PayPal,Mobile,Safari,35.203.177.41,True,No,Pending,12/19/2024,0.12,Asia Pacific
TRANS_223000,CUST_4443,11/30/2024,12/1/2024,389,PROD_0006,1,Bank Transfer,Desktop,Safari,181.120.177.99,True,No,Cancelled,12/6/2024,0.01,Africa
TRANS_819688,CUST_6942,12/14/2024,12/15/2024,267,PROD_0014,1,PayPal,Tablet,Edge,145.168.87.243,False,No,Cancelled,12/19/2024,0.09,Asia Pacific
TRANS_991885,CUST_8800,12/7/2024,12/8/2024,578,PROD_0004,3,PayPal,Mobile,Safari,183.46.232.198,True,No,Cancelled,12/27/2024,0.04,North America
TRANS_950164,CUST_8378,12/21/2024,12/22/2024,832,PROD_0021,5,Mobile Payment,Tablet,Safari,209.45.148.123,False,No,Cancelled,12/25/2024,0.18,Europe
TRANS_809348,CUST_2134,12/15/2024,12/16/2024,218,PROD_0024,3,Mobile Payment,Desktop,Edge,66.151.1.252,False,No,Pending,12/25/2024,0.13,Africa
TRANS_513695,CUST_8004,12/16/2024,12/17/2024,153,PROD_0019,1,Mobile Payment,Mobile,Edge,186.212.173.204,True,No,Cancelled,12/25/2024,0.13,Europe
TRANS_833875,CUST_6638,12/3/2024,12/4/2024,905,PROD_0014,1,Mobile Payment,Tablet,Safari,22.140.207.236,True,No,Cancelled,12/24/2024,0.01,Europe
TRANS_408488,CUST_8379,12/5/2024,12/6/2024,880,PROD_0020,2,Credit Card,Tablet,Firefox,7.161.195.215,True,No,Pending,12/7/2024,0.05,North America
TRANS_114905,CUST_1549,12/4/2024,12/5/2024,263,PROD_0024,3,Mobile Payment,Tablet,Firefox,119.2.186.163,True,No,Cancelled,12/22/2024,0.03,Africa
TRANS_883875,CUST_1778,12/3/2024,12/4/2024,619,PROD_0049,2,PayPal,Desktop,Chrome,184.119.81.21,False,No,Cancelled,12/14/2024,0.16,North America
TRANS_912077,CUST_2677,12/4/2024,12/5/2024,825,PROD_0003,2,PayPal,Tablet,Chrome,219.51.48.45,True,No,Cancelled,12/25/2024,0.11,Europe
TRANS_962454,CUST_8586,12/1/2024,12/2/2024,647,PROD_0038,2,PayPal,Mobile,Safari,251.90.152.71,True,No,Cancelled,12/5/2024,0.01,Africa
TRANS_205106,CUST_6821,12/12/2024,12/13/2024,124,PROD_0033,3,PayPal,Mobile,Firefox,78.164.125.89,False,No,Cancelled,12/16/2024,0.18,Asia Pacific
TRANS_531629,CUST_9321,12/22/2024,12/23/2024,265,PROD_0031,1,Bank Transfer,Mobile,Edge,218.52.105.38,False,No,Cancelled,12/27/2024,0.1,Africa
TRANS_569043,CUST_4914,12/15/2024,12/16/2024,101,PROD_0048,1,PayPal,Tablet,Edge,235.254.65.192,False,No,Delivered,12/25/2024,0.15,Africa
TRANS_769619,CUST_3399,12/14/2024,12/15/2024,432,PROD_0049,2,Bank Transfer,Mobile,Firefox,189.27.53.62,False,No,Cancelled,12/18/2024,0.01,Asia Pacific
TRANS_177385,CUST_2416,12/2/2024,12/3/2024,582,PROD_0044,1,Bank Transfer,Tablet,Firefox,110.141.16.48,False,No,Pending,12/19/2024,0.19,Africa
TRANS_815497,CUST_9190,12/9/2024,12/10/2024,329,PROD_0007,1,PayPal,Tablet,Edge,96.241.250.34,False,No,Pending,12/21/2024,0.1,North America
TRANS_450215,CUST_6256,12/21/2024,12/22/2024,930,PROD_0044,1,Mobile Payment,Tablet,Chrome,250.141.87.177,False,No,Cancelled,12/23/2024,0.16,North America
TRANS_980659,CUST_7266,12/8/2024,12/9/2024,467,PROD_0040,1,PayPal,Desktop,Firefox,42.207.92.163,False,No,Pending,12/13/2024,0.04,North America
TRANS_541509,CUST_5739,11/30/2024,12/1/2024,336,PROD_0032,1,Bank Transfer,Tablet,Edge,46.224.72.234,False,No,Delivered,12/5/2024,0.17,North America
TRANS_128940,CUST_1398,12/7/2024,12/8/2024,388,PROD_0004,4,PayPal,Desktop,Safari,244.57.28.229,True,No,Delivered,12/18/2024,0.18,Asia Pacific
TRANS_616561,CUST_7059,12/23/2024,12/24/2024,462,PROD_0030,3,Bank Transfer,Mobile,Firefox,191.6.141.197,False,No,Cancelled,12/26/2024,0.05,North America
TRANS_142440,CUST_8186,11/30/2024,12/1/2024,266,PROD_0039,5,Bank Transfer,Mobile,Chrome,178.152.211.139,True,No,Pending,12/7/2024,0.14,Africa
TRANS_294712,CUST_7203,12/8/2024,12/9/2024,743,PROD_0039,5,PayPal,Desktop,Chrome,207.51.20.137,True,No,Delivered,12/27/2024,0.01,North America
TRANS_521770,CUST_3138,11/30/2024,12/1/2024,466,PROD_0049,1,Credit Card,Desktop,Chrome,251.184.89.19,False,No,Cancelled,12/12/2024,0.17,North America
TRANS_899029,CUST_1088,12/3/2024,12/4/2024,159,PROD_0005,3,PayPal,Tablet,Edge,9.145.43.16,False,No,Pending,12/12/2024,0.18,North America
TRANS_795708,CUST_9909,12/5/2024,12/6/2024,741,PROD_0043,1,Mobile Payment,Desktop,Safari,161.61.154.43,False,No,Pending,12/18/2024,0.06,Europe
TRANS_312572,CUST_7176,12/8/2024,12/9/2024,889,PROD_0011,1,Mobile Payment,Desktop,Chrome,219.71.168.40,True,No,Pending,12/14/2024,0.07,North America
TRANS_861942,CUST_7057,12/5/2024,12/6/2024,611,PROD_0007,1,Mobile Payment,Desktop,Firefox,136.77.201.242,False,No,Cancelled,12/17/2024,0.04,Africa
TRANS_258484,CUST_1828,12/6/2024,12/7/2024,639,PROD_0012,2,Mobile Payment,Mobile,Edge,182.254.26.111,False,No,Cancelled,12/13/2024,0.03,Africa
TRANS_751314,CUST_8507,12/7/2024,12/8/2024,435,PROD_0040,1,Bank Transfer,Tablet,Safari,172.138.246.213,True,No,Delivered,12/19/2024,0.04,Africa
TRANS_534408,CUST_8215,12/8/2024,12/9/2024,109,PROD_0046,3,Credit Card,Mobile,Edge,78.61.4.238,True,No,Cancelled,12/19/2024,0.13,Europe
TRANS_860489,CUST_9746,12/15/2024,12/16/2024,364,PROD_0037,1,Bank Transfer,Mobile,Edge,94.173.119.176,True,No,Cancelled,12/18/2024,0.14,Europe
TRANS_724642,CUST_2905,12/18/2024,12/19/2024,476,PROD_0045,1,Credit Card,Mobile,Firefox,147.235.89.130,True,No,Cancelled,12/27/2024,0.19,Europe
TRANS_292382,CUST_5608,12/7/2024,12/8/2024,169,PROD_0044,1,Credit Card,Desktop,Chrome,91.184.28.156,False,No,Pending,12/27/2024,0.07,Africa
TRANS_931197,CUST_1498,12/12/2024,12/13/2024,364,PROD_0046,1,Credit Card,Desktop,Firefox,26.175.77.182,True,No,Cancelled,12/20/2024,0.19,North America
TRANS_964222,CUST_7245,12/1/2024,12/2/2024,485,PROD_0035,2,Credit Card,Desktop,Safari,174.201.240.71,True,No,Delivered,12/9/2024,0.03,Africa
TRANS_462011,CUST_8539,12/7/2024,12/8/2024,118,PROD_0031,1,Mobile Payment,Tablet,Edge,181.83.200.5,True,No,Pending,12/15/2024,0.02,North America
TRANS_938916,CUST_2173,12/14/2024,12/15/2024,549,PROD_0018,1,Bank Transfer,Mobile,Edge,247.242.71.231,True,No,Cancelled,12/20/2024,0.12,Europe
TRANS_598753,CUST_9367,12/15/2024,12/16/2024,658,PROD_0008,5,Credit Card,Tablet,Chrome,13.115.80.127,False,No,Cancelled,12/27/2024,0.1,Asia Pacific
TRANS_777019,CUST_4135,12/14/2024,12/15/2024,381,PROD_0037,1,PayPal,Desktop,Safari,243.143.234.64,True,No,Pending,12/17/2024,0.01,North America
TRANS_372334,CUST_8181,12/21/2024,12/22/2024,512,PROD_0034,2,Credit Card,Desktop,Edge,136.67.18.195,True,No,Cancelled,12/25/2024,0.16,Asia Pacific
TRANS_750523,CUST_7733,12/7/2024,12/8/2024,644,PROD_0038,1,Bank Transfer,Tablet,Chrome,226.147.115.112,True,No,Cancelled,12/16/2024,0.03,Europe
TRANS_526288,CUST_6998,12/8/2024,12/9/2024,460,PROD_0025,1,Credit Card,Tablet,Edge,125.112.243.7,True,No,Cancelled,12/21/2024,0.15,North America
TRANS_626954,CUST_8492,11/30/2024,12/1/2024,466,PROD_0013,1,Bank Transfer,Mobile,Safari,1.126.82.89,True,No,Pending,12/6/2024,0.17,Africa
TRANS_882075,CUST_8180,12/10/2024,12/11/2024,528,PROD_0026,1,Bank Transfer,Desktop,Safari,106.189.132.88,False,No,Delivered,12/14/2024,0.09,Africa
TRANS_873813,CUST_2121,12/9/2024,12/10/2024,539,PROD_0049,2,Bank Transfer,Tablet,Safari,154.205.62.188,False,No,Pending,12/17/2024,0.17,North America
TRANS_305604,CUST_7935,12/4/2024,12/5/2024,253,PROD_0034,3,PayPal,Tablet,Chrome,5.6.239.60,False,No,Delivered,12/26/2024,0.03,Europe
TRANS_865241,CUST_1539,12/4/2024,12/5/2024,968,PROD_0022,1,Mobile Payment,Tablet,Chrome,142.115.134.173,True,No,Pending,12/11/2024,0.08,North America
TRANS_369012,CUST_2187,12/3/2024,12/4/2024,644,PROD_0020,2,Bank Transfer,Tablet,Firefox,217.98.177.174,True,No,Cancelled,12/13/2024,0.13,Europe
TRANS_341071,CUST_9386,12/8/2024,12/9/2024,444,PROD_0027,4,Credit Card,Tablet,Edge,124.179.223.150,True,No,Delivered,12/21/2024,0.12,North America
TRANS_225525,CUST_5424,12/2/2024,12/3/2024,185,PROD_0008,4,Credit Card,Desktop,Firefox,133.145.224.55,False,No,Pending,12/19/2024,0.19,Africa
TRANS_139368,CUST_2558,12/5/2024,12/6/2024,501,PROD_0032,1,Credit Card,Desktop,Safari,38.184.203.187,False,No,Cancelled,12/14/2024,0.14,North America
TRANS_963009,CUST_6384,12/12/2024,12/13/2024,638,PROD_0001,1,Bank Transfer,Desktop,Edge,131.131.129.166,True,No,Pending,12/17/2024,0.12,North America
TRANS_730220,CUST_1156,12/15/2024,12/16/2024,159,PROD_0030,1,PayPal,Desktop,Firefox,225.180.13.61,False,No,Cancelled,12/26/2024,0.02,Europe
TRANS_533759,CUST_6837,12/8/2024,12/9/2024,240,PROD_0041,1,Bank Transfer,Tablet,Chrome,178.18.207.15,True,No,Pending,12/20/2024,0.04,North America
TRANS_358923,CUST_4154,12/5/2024,12/6/2024,715,PROD_0009,1,Credit Card,Desktop,Safari,171.94.120.170,False,No,Pending,12/26/2024,0.11,North America
TRANS_161582,CUST_4372,12/7/2024,12/8/2024,716,PROD_0028,1,Bank Transfer,Tablet,Firefox,66.122.18.101,False,No,Pending,12/9/2024,0.11,Asia Pacific
TRANS_909612,CUST_6682,12/15/2024,12/16/2024,483,PROD_0044,1,Bank Transfer,Mobile,Safari,177.9.168.1,False,No,Delivered,12/23/2024,0.11,Asia Pacific
TRANS_643406,CUST_3303,12/21/2024,12/22/2024,487,PROD_0019,1,PayPal,Tablet,Chrome,189.251.253.1,True,No,Cancelled,12/26/2024,0.14,North America
TRANS_573140,CUST_4214,12/10/2024,12/11/2024,690,PROD_0001,2,Mobile Payment,Tablet,Chrome,222.49.20.102,False,No,Cancelled,12/17/2024,0.06,North America
TRANS_798176,CUST_9206,12/18/2024,12/19/2024,215,PROD_0040,1,Credit Card,Desktop,Edge,137.207.231.196,True,No,Delivered,12/20/2024,0.12,North America
TRANS_457722,CUST_8735,12/16/2024,12/17/2024,369,PROD_0005,3,Mobile Payment,Mobile,Chrome,107.245.223.140,False,No,Pending,12/25/2024,0.18,North America
TRANS_803208,CUST_3735,12/6/2024,12/7/2024,461,PROD_0040,1,Credit Card,Tablet,Edge,119.152.221.205,True,No,Cancelled,12/16/2024,0.13,Africa
TRANS_603756,CUST_6871,12/2/2024,12/3/2024,997,PROD_0021,3,Bank Transfer,Desktop,Chrome,167.104.236.75,False,No,Pending,12/12/2024,0.12,Africa
TRANS_910775,CUST_5435,12/3/2024,12/4/2024,935,PROD_0019,2,Bank Transfer,Desktop,Chrome,80.98.206.219,False,No,Pending,12/15/2024,0.04,Africa
TRANS_503639,CUST_6864,12/2/2024,12/3/2024,446,PROD_0002,1,Mobile Payment,Desktop,Chrome,89.50.213.6,True,No,Pending,12/13/2024,0.13,Asia Pacific
TRANS_216776,CUST_8593,12/16/2024,12/17/2024,934,PROD_0028,1,Mobile Payment,Tablet,Edge,207.207.38.167,True,No,Pending,12/24/2024,0.14,Africa
TRANS_366037,CUST_5206,12/4/2024,12/5/2024,881,PROD_0017,1,Bank Transfer,Tablet,Firefox,56.114.119.142,False,No,Pending,12/20/2024,0.08,Europe
TRANS_237639,CUST_6114,12/1/2024,12/2/2024,639,PROD_0045,1,PayPal,Mobile,Safari,197.112.23.124,True,No,Delivered,12/3/2024,0.05,North America
TRANS_262611,CUST_5822,12/23/2024,12/24/2024,423,PROD_0004,1,Mobile Payment,Tablet,Edge,207.95.219.19,True,No,Delivered,12/27/2024,0.08,Africa
TRANS_152728,CUST_2664,12/14/2024,12/15/2024,530,PROD_0018,1,Credit Card,Mobile,Firefox,74.204.145.130,False,No,Pending,12/26/2024,0.19,North America
TRANS_589541,CUST_9860,12/14/2024,12/15/2024,248,PROD_0031,3,Mobile Payment,Tablet,Chrome,149.14.182.138,True,No,Cancelled,12/25/2024,0.17,Africa
TRANS_710829,CUST_1529,12/2/2024,12/3/2024,296,PROD_0020,1,PayPal,Tablet,Chrome,158.71.209.200,True,No,Delivered,12/15/2024,0.11,Africa
TRANS_841911,CUST_2986,12/1/2024,12/2/2024,833,PROD_0031,2,Credit Card,Tablet,Safari,127.151.209.158,False,No,Pending,12/22/2024,0.1,Asia Pacific
